iteration	posterior	likelihood	prior	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
20	-44.4077	-44.6761	0.268353	7	3.36035	0.153814	22220	02220	1.22781	anagenetic	8	3	2
20	-44.4077	-44.6761	0.268353	7	3.36035	0.153814	02220	00220	0.462386	anagenetic	8	3	2
20	-44.4077	-44.6761	0.268353	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
20	-44.4077	-44.6761	0.268353	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
20	-44.4077	-44.6761	0.268353	9	10	1.07914	20022	00022	9.71999	anagenetic	10	1	0
20	-44.4077	-44.6761	0.268353	9	10	1.07914	00022	00002	6.47655	anagenetic	10	1	0
20	-44.4077	-44.6761	0.268353	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
20	-44.4077	-44.6761	0.268353	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
30	-33.6798	-32.1669	-1.5129	10	10	10	20002	20002	NA	no_change	NA	8	9
30	-33.6798	-32.1669	-1.5129	8	10	3.36035	20002	20000	9.84428	anagenetic	10	6	7
30	-33.6798	-32.1669	-1.5129	6	3.36035	1.27919	20000	22000	1.75645	anagenetic	8	5	4
30	-33.6798	-32.1669	-1.5129	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
30	-33.6798	-32.1669	-1.5129	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
30	-33.6798	-32.1669	-1.5129	7	3.36035	0.153814	20000	20020	2.8354	anagenetic	8	3	2
30	-33.6798	-32.1669	-1.5129	7	3.36035	0.153814	20020	20220	2.80248	anagenetic	8	3	2
30	-33.6798	-32.1669	-1.5129	7	3.36035	0.153814	20220	00220	1.57969	anagenetic	8	3	2
30	-33.6798	-32.1669	-1.5129	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
30	-33.6798	-32.1669	-1.5129	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
30	-33.6798	-32.1669	-1.5129	9	10	1.07914	20002	00002	1.39935	anagenetic	10	1	0
30	-33.6798	-32.1669	-1.5129	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
30	-33.6798	-32.1669	-1.5129	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
40	-40.8324	-39.0469	-1.78551	10	10	10	20002	20002	NA	no_change	NA	8	9
40	-40.8324	-39.0469	-1.78551	8	10	3.36035	20002	20202	9.50273	anagenetic	10	6	7
40	-40.8324	-39.0469	-1.78551	8	10	3.36035	20202	20200	7.59042	anagenetic	10	6	7
40	-40.8324	-39.0469	-1.78551	6	3.36035	1.27919	20200	20000	2.81403	anagenetic	8	5	4
40	-40.8324	-39.0469	-1.78551	6	3.36035	1.27919	20000	22000	2.02356	anagenetic	8	5	4
40	-40.8324	-39.0469	-1.78551	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
40	-40.8324	-39.0469	-1.78551	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
40	-40.8324	-39.0469	-1.78551	7	3.36035	0.153814	20200	20220	0.553381	anagenetic	8	3	2
40	-40.8324	-39.0469	-1.78551	7	3.36035	0.153814	20220	00220	0.454839	anagenetic	8	3	2
40	-40.8324	-39.0469	-1.78551	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
40	-40.8324	-39.0469	-1.78551	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
40	-40.8324	-39.0469	-1.78551	9	10	1.07914	20002	00002	3.88102	anagenetic	10	1	0
40	-40.8324	-39.0469	-1.78551	9	10	1.07914	00002	00022	3.00769	anagenetic	10	1	0
40	-40.8324	-39.0469	-1.78551	9	10	1.07914	00022	00002	1.73492	anagenetic	10	1	0
40	-40.8324	-39.0469	-1.78551	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
40	-40.8324	-39.0469	-1.78551	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
50	-36.2552	-35.4394	-0.815783	10	10	10	20202	20202	NA	no_change	NA	8	9
50	-36.2552	-35.4394	-0.815783	8	10	3.36035	20202	20200	9.71238	anagenetic	10	6	7
50	-36.2552	-35.4394	-0.815783	8	10	3.36035	20200	22200	3.94831	anagenetic	10	6	7
50	-36.2552	-35.4394	-0.815783	6	3.36035	1.27919	22200	22000	1.97311	anagenetic	8	5	4
50	-36.2552	-35.4394	-0.815783	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
50	-36.2552	-35.4394	-0.815783	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
50	-36.2552	-35.4394	-0.815783	7	3.36035	0.153814	22200	20200	3.00708	anagenetic	8	3	2
50	-36.2552	-35.4394	-0.815783	7	3.36035	0.153814	20200	00200	2.96225	anagenetic	8	3	2
50	-36.2552	-35.4394	-0.815783	7	3.36035	0.153814	00200	00220	1.34197	anagenetic	8	3	2
50	-36.2552	-35.4394	-0.815783	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
50	-36.2552	-35.4394	-0.815783	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
50	-36.2552	-35.4394	-0.815783	9	10	1.07914	20202	20002	7.45562	anagenetic	10	1	0
50	-36.2552	-35.4394	-0.815783	9	10	1.07914	20002	00002	6.92801	anagenetic	10	1	0
50	-36.2552	-35.4394	-0.815783	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
50	-36.2552	-35.4394	-0.815783	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
60	-35.1467	-35.8126	0.665855	10	10	10	00220	00220	NA	no_change	NA	8	9
60	-35.1467	-35.8126	0.665855	8	10	3.36035	00220	20220	4.37284	anagenetic	10	6	7
60	-35.1467	-35.8126	0.665855	6	3.36035	1.27919	20220	20200	2.4456	anagenetic	8	5	4
60	-35.1467	-35.8126	0.665855	6	3.36035	1.27919	20200	22200	1.61676	anagenetic	8	5	4
60	-35.1467	-35.8126	0.665855	6	3.36035	1.27919	22200	22000	1.43401	anagenetic	8	5	4
60	-35.1467	-35.8126	0.665855	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
60	-35.1467	-35.8126	0.665855	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
60	-35.1467	-35.8126	0.665855	7	3.36035	0.153814	20220	00220	2.428	anagenetic	8	3	2
60	-35.1467	-35.8126	0.665855	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
60	-35.1467	-35.8126	0.665855	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
60	-35.1467	-35.8126	0.665855	9	10	1.07914	00220	00222	7.40595	anagenetic	10	1	0
60	-35.1467	-35.8126	0.665855	9	10	1.07914	00222	00202	4.26149	anagenetic	10	1	0
60	-35.1467	-35.8126	0.665855	9	10	1.07914	00202	00002	2.00636	anagenetic	10	1	0
60	-35.1467	-35.8126	0.665855	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
60	-35.1467	-35.8126	0.665855	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
70	-31.9833	-32.8504	0.867084	10	10	10	00020	00020	NA	no_change	NA	8	9
70	-31.9833	-32.8504	0.867084	8	10	3.36035	00020	20020	3.90388	anagenetic	10	6	7
70	-31.9833	-32.8504	0.867084	6	3.36035	1.27919	20020	20000	2.79144	anagenetic	8	5	4
70	-31.9833	-32.8504	0.867084	6	3.36035	1.27919	20000	22000	2.64336	anagenetic	8	5	4
70	-31.9833	-32.8504	0.867084	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
70	-31.9833	-32.8504	0.867084	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
70	-31.9833	-32.8504	0.867084	7	3.36035	0.153814	20020	20220	2.21442	anagenetic	8	3	2
70	-31.9833	-32.8504	0.867084	7	3.36035	0.153814	20220	00220	2.13824	anagenetic	8	3	2
70	-31.9833	-32.8504	0.867084	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
70	-31.9833	-32.8504	0.867084	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
70	-31.9833	-32.8504	0.867084	9	10	1.07914	00020	00022	6.44344	anagenetic	10	1	0
70	-31.9833	-32.8504	0.867084	9	10	1.07914	00022	00002	2.33157	anagenetic	10	1	0
70	-31.9833	-32.8504	0.867084	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
70	-31.9833	-32.8504	0.867084	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
80	-33.6728	-33.4217	-0.251108	10	10	10	00022	00022	NA	no_change	NA	8	9
80	-33.6728	-33.4217	-0.251108	8	10	3.36035	00022	20022	9.40422	anagenetic	10	6	7
80	-33.6728	-33.4217	-0.251108	8	10	3.36035	20022	20020	5.89479	anagenetic	10	6	7
80	-33.6728	-33.4217	-0.251108	6	3.36035	1.27919	20020	22020	3.34173	anagenetic	8	5	4
80	-33.6728	-33.4217	-0.251108	6	3.36035	1.27919	22020	22000	2.36633	anagenetic	8	5	4
80	-33.6728	-33.4217	-0.251108	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
80	-33.6728	-33.4217	-0.251108	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
80	-33.6728	-33.4217	-0.251108	7	3.36035	0.153814	20020	20220	2.10851	anagenetic	8	3	2
80	-33.6728	-33.4217	-0.251108	7	3.36035	0.153814	20220	00220	1.52063	anagenetic	8	3	2
80	-33.6728	-33.4217	-0.251108	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
80	-33.6728	-33.4217	-0.251108	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
80	-33.6728	-33.4217	-0.251108	9	10	1.07914	00022	00002	4.75301	anagenetic	10	1	0
80	-33.6728	-33.4217	-0.251108	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
80	-33.6728	-33.4217	-0.251108	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
90	-45.074	-44.3168	-0.757196	10	10	10	00022	00022	NA	no_change	NA	8	9
90	-45.074	-44.3168	-0.757196	8	10	3.36035	00022	00020	7.51357	anagenetic	10	6	7
90	-45.074	-44.3168	-0.757196	8	10	3.36035	00020	00220	5.63373	anagenetic	10	6	7
90	-45.074	-44.3168	-0.757196	8	10	3.36035	00220	20220	4.82749	anagenetic	10	6	7
90	-45.074	-44.3168	-0.757196	6	3.36035	1.27919	20220	20020	2.18002	anagenetic	8	5	4
90	-45.074	-44.3168	-0.757196	6	3.36035	1.27919	20020	20000	2.03783	anagenetic	8	5	4
90	-45.074	-44.3168	-0.757196	6	3.36035	1.27919	20000	22000	1.97471	anagenetic	8	5	4
90	-45.074	-44.3168	-0.757196	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
90	-45.074	-44.3168	-0.757196	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
90	-45.074	-44.3168	-0.757196	7	3.36035	0.153814	20220	00220	1.16001	anagenetic	8	3	2
90	-45.074	-44.3168	-0.757196	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
90	-45.074	-44.3168	-0.757196	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
90	-45.074	-44.3168	-0.757196	9	10	1.07914	00022	02022	4.43231	anagenetic	10	1	0
90	-45.074	-44.3168	-0.757196	9	10	1.07914	02022	00022	3.16232	anagenetic	10	1	0
90	-45.074	-44.3168	-0.757196	9	10	1.07914	00022	00002	1.67369	anagenetic	10	1	0
90	-45.074	-44.3168	-0.757196	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
90	-45.074	-44.3168	-0.757196	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
100	-31.8142	-32.8581	1.04391	10	10	10	00022	00022	NA	no_change	NA	8	9
100	-31.8142	-32.8581	1.04391	8	10	3.36035	00022	00020	4.09709	anagenetic	10	6	7
100	-31.8142	-32.8581	1.04391	6	3.36035	1.27919	00020	20020	2.1072	anagenetic	8	5	4
100	-31.8142	-32.8581	1.04391	6	3.36035	1.27919	20020	20000	2.0701	anagenetic	8	5	4
100	-31.8142	-32.8581	1.04391	6	3.36035	1.27919	20000	22000	1.91855	anagenetic	8	5	4
100	-31.8142	-32.8581	1.04391	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
100	-31.8142	-32.8581	1.04391	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
100	-31.8142	-32.8581	1.04391	7	3.36035	0.153814	00020	00220	3.09623	anagenetic	8	3	2
100	-31.8142	-32.8581	1.04391	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
100	-31.8142	-32.8581	1.04391	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
100	-31.8142	-32.8581	1.04391	9	10	1.07914	00022	00002	6.20668	anagenetic	10	1	0
100	-31.8142	-32.8581	1.04391	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
100	-31.8142	-32.8581	1.04391	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
110	-39.5614	-38.7212	-0.840183	10	10	10	20022	20022	NA	no_change	NA	8	9
110	-39.5614	-38.7212	-0.840183	8	10	3.36035	20022	20020	8.81295	anagenetic	10	6	7
110	-39.5614	-38.7212	-0.840183	8	10	3.36035	20020	20220	6.14376	anagenetic	10	6	7
110	-39.5614	-38.7212	-0.840183	6	3.36035	1.27919	20220	22220	2.68321	anagenetic	8	5	4
110	-39.5614	-38.7212	-0.840183	6	3.36035	1.27919	22220	22020	1.29741	anagenetic	8	5	4
110	-39.5614	-38.7212	-0.840183	5	1.27919	0	22020	22000	0.363322	anagenetic	6	NA	NA
110	-39.5614	-38.7212	-0.840183	4	1.27919	0	22020	22000	1.03757	anagenetic	6	NA	NA
110	-39.5614	-38.7212	-0.840183	7	3.36035	0.153814	20220	00220	0.583979	anagenetic	8	3	2
110	-39.5614	-38.7212	-0.840183	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
110	-39.5614	-38.7212	-0.840183	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
110	-39.5614	-38.7212	-0.840183	9	10	1.07914	20022	00022	6.48989	anagenetic	10	1	0
110	-39.5614	-38.7212	-0.840183	9	10	1.07914	00022	00002	2.6852	anagenetic	10	1	0
110	-39.5614	-38.7212	-0.840183	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
110	-39.5614	-38.7212	-0.840183	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
120	-37.8186	-36.4313	-1.38724	10	10	10	20002	20002	NA	no_change	NA	8	9
120	-37.8186	-36.4313	-1.38724	8	10	3.36035	20002	20000	6.06069	anagenetic	10	6	7
120	-37.8186	-36.4313	-1.38724	6	3.36035	1.27919	20000	22000	2.26768	anagenetic	8	5	4
120	-37.8186	-36.4313	-1.38724	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
120	-37.8186	-36.4313	-1.38724	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
120	-37.8186	-36.4313	-1.38724	7	3.36035	0.153814	20000	20200	1.25821	anagenetic	8	3	2
120	-37.8186	-36.4313	-1.38724	7	3.36035	0.153814	20200	20220	0.518683	anagenetic	8	3	2
120	-37.8186	-36.4313	-1.38724	7	3.36035	0.153814	20220	00220	0.161925	anagenetic	8	3	2
120	-37.8186	-36.4313	-1.38724	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
120	-37.8186	-36.4313	-1.38724	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
120	-37.8186	-36.4313	-1.38724	9	10	1.07914	20002	00002	5.18742	anagenetic	10	1	0
120	-37.8186	-36.4313	-1.38724	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
120	-37.8186	-36.4313	-1.38724	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
130	-36.4393	-36.992	0.552739	10	10	10	22002	22002	NA	no_change	NA	8	9
130	-36.4393	-36.992	0.552739	8	10	3.36035	22002	20002	8.15441	anagenetic	10	6	7
130	-36.4393	-36.992	0.552739	8	10	3.36035	20002	20000	7.68026	anagenetic	10	6	7
130	-36.4393	-36.992	0.552739	6	3.36035	1.27919	20000	22000	1.57511	anagenetic	8	5	4
130	-36.4393	-36.992	0.552739	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
130	-36.4393	-36.992	0.552739	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
130	-36.4393	-36.992	0.552739	7	3.36035	0.153814	20000	20020	3.22329	anagenetic	8	3	2
130	-36.4393	-36.992	0.552739	7	3.36035	0.153814	20020	20220	2.79029	anagenetic	8	3	2
130	-36.4393	-36.992	0.552739	7	3.36035	0.153814	20220	00220	0.415963	anagenetic	8	3	2
130	-36.4393	-36.992	0.552739	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
130	-36.4393	-36.992	0.552739	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
130	-36.4393	-36.992	0.552739	9	10	1.07914	22002	02002	5.07563	anagenetic	10	1	0
130	-36.4393	-36.992	0.552739	9	10	1.07914	02002	00002	2.24785	anagenetic	10	1	0
130	-36.4393	-36.992	0.552739	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
130	-36.4393	-36.992	0.552739	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
140	-35.2343	-35.8712	0.636869	10	10	10	02002	02002	NA	no_change	NA	8	9
140	-35.2343	-35.8712	0.636869	8	10	3.36035	02002	02202	5.84734	anagenetic	10	6	7
140	-35.2343	-35.8712	0.636869	8	10	3.36035	02202	02200	4.22989	anagenetic	10	6	7
140	-35.2343	-35.8712	0.636869	8	10	3.36035	02200	22200	3.5297	anagenetic	10	6	7
140	-35.2343	-35.8712	0.636869	6	3.36035	1.27919	22200	22000	2.64007	anagenetic	8	5	4
140	-35.2343	-35.8712	0.636869	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
140	-35.2343	-35.8712	0.636869	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
140	-35.2343	-35.8712	0.636869	7	3.36035	0.153814	22200	02200	2.34508	anagenetic	8	3	2
140	-35.2343	-35.8712	0.636869	7	3.36035	0.153814	02200	00200	0.786781	anagenetic	8	3	2
140	-35.2343	-35.8712	0.636869	7	3.36035	0.153814	00200	00220	0.762925	anagenetic	8	3	2
140	-35.2343	-35.8712	0.636869	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
140	-35.2343	-35.8712	0.636869	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
140	-35.2343	-35.8712	0.636869	9	10	1.07914	02002	00002	6.95062	anagenetic	10	1	0
140	-35.2343	-35.8712	0.636869	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
140	-35.2343	-35.8712	0.636869	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
150	-34.0786	-34.8233	0.744701	10	10	10	00002	00002	NA	no_change	NA	8	9
150	-34.0786	-34.8233	0.744701	8	10	3.36035	00002	00202	9.90639	anagenetic	10	6	7
150	-34.0786	-34.8233	0.744701	8	10	3.36035	00202	02202	8.95961	anagenetic	10	6	7
150	-34.0786	-34.8233	0.744701	8	10	3.36035	02202	02200	5.04298	anagenetic	10	6	7
150	-34.0786	-34.8233	0.744701	6	3.36035	1.27919	02200	02000	2.99573	anagenetic	8	5	4
150	-34.0786	-34.8233	0.744701	6	3.36035	1.27919	02000	22000	2.30521	anagenetic	8	5	4
150	-34.0786	-34.8233	0.744701	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
150	-34.0786	-34.8233	0.744701	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
150	-34.0786	-34.8233	0.744701	7	3.36035	0.153814	02200	00200	2.37375	anagenetic	8	3	2
150	-34.0786	-34.8233	0.744701	7	3.36035	0.153814	00200	00220	0.154263	anagenetic	8	3	2
150	-34.0786	-34.8233	0.744701	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
150	-34.0786	-34.8233	0.744701	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
150	-34.0786	-34.8233	0.744701	9	10	1.07914	00002	00002	NA	no_change	10	1	0
150	-34.0786	-34.8233	0.744701	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
150	-34.0786	-34.8233	0.744701	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
160	-32.7341	-33.4726	0.738483	10	10	10	00002	00002	NA	no_change	NA	8	9
160	-32.7341	-33.4726	0.738483	8	10	3.36035	00002	02002	8.87973	anagenetic	10	6	7
160	-32.7341	-33.4726	0.738483	8	10	3.36035	02002	02000	6.36139	anagenetic	10	6	7
160	-32.7341	-33.4726	0.738483	8	10	3.36035	02000	22000	6.09163	anagenetic	10	6	7
160	-32.7341	-33.4726	0.738483	6	3.36035	1.27919	22000	22000	NA	no_change	8	5	4
160	-32.7341	-33.4726	0.738483	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
160	-32.7341	-33.4726	0.738483	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
160	-32.7341	-33.4726	0.738483	7	3.36035	0.153814	22000	22020	2.05486	anagenetic	8	3	2
160	-32.7341	-33.4726	0.738483	7	3.36035	0.153814	22020	02020	1.81202	anagenetic	8	3	2
160	-32.7341	-33.4726	0.738483	7	3.36035	0.153814	02020	02220	1.50166	anagenetic	8	3	2
160	-32.7341	-33.4726	0.738483	7	3.36035	0.153814	02220	00220	1.2866	anagenetic	8	3	2
160	-32.7341	-33.4726	0.738483	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
160	-32.7341	-33.4726	0.738483	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
160	-32.7341	-33.4726	0.738483	9	10	1.07914	00002	00002	NA	no_change	10	1	0
160	-32.7341	-33.4726	0.738483	1	1.07914	0	00002	00002	NA	no_change	9	NA	NA
160	-32.7341	-33.4726	0.738483	0	1.07914	0	00002	00002	NA	no_change	9	NA	NA
170	-41.5355	-40.0165	-1.51897	10	10	10	02002	02002	NA	no_change	NA	8	9
170	-41.5355	-40.0165	-1.51897	8	10	3.36035	02002	02000	8.43828	anagenetic	10	6	7
170	-41.5355	-40.0165	-1.51897	6	3.36035	1.27919	02000	22000	1.83038	anagenetic	8	5	4
170	-41.5355	-40.0165	-1.51897	5	1.27919	0	22000	22000	NA	no_change	6	NA	NA
170	-41.5355	-40.0165	-1.51897	4	1.27919	0	22000	22000	NA	no_change	6	NA	NA
170	-41.5355	-40.0165	-1.51897	7	3.36035	0.153814	02000	02200	2.23467	anagenetic	8	3	2
170	-41.5355	-40.0165	-1.51897	7	3.36035	0.153814	02200	02000	1.08714	anagenetic	8	3	2
170	-41.5355	-40.0165	-1.51897	7	3.36035	0.153814	02000	02200	1.07076	anagenetic	8	3	2
170	-41.5355	-40.0165	-1.51897	7	3.36035	0.153814	02200	00200	1.06855	anagenetic	8	3	2
170	-41.5355	-40.0165	-1.51897	7	3.36035	0.153814	00200	00220	0.266528	anagenetic	8	3	2
170	-41.5355	-40.0165	-1.51897	3	0.153814	0	00220	00220	NA	no_change	7	NA	NA
170	-41.5355	-40.0165	-1.51897	2	0.153814	0	00220	00220	NA	no_change	7	NA	NA
